,Answer,Gender,Center,Year,Days,ZipCode,GoStage1,GoStage2,GoStage3,SameBack,BackStage1,BackStage2,BackStage3,Fastest,Cheapest,Comfortable,OnlyOption,Environmental,Healthiest,OtherTrips,Other
918,1907,Woman,"Higher Technical School of Engineering of Roads, Canals and Ports of Barcelona (ETSECCPB)",Second,2,8810,Bus,Underground,On foot,No,Underground,Renfe,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",No,No,Yes,Yes,No,No,No,
919,1909,Woman,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",Fourth,3,8005,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",On foot,,Yes,,,,Yes,No,Yes,No,No,No,No,
920,1910,Man,Polytechnic School of Engineering of Manresa (EPSEM),Third,5,8203,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Yes,,,,Yes,No,Yes,No,No,No,No,
921,1911,Man,Faculty of Nautical of Barcelona (FNB),Fourth,4,8037,On foot,Underground,On foot,Yes,,,,Yes,Yes,No,No,No,No,No,
922,1914,Man,School of Engineering of Barcelona East (EEBE),Fourth,5,8304,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Yes,,,,Yes,No,Yes,No,No,No,No,
923,1915,Man,Higher Technical School of Telecommunications Engineering of Barcelona (ETSETB),First,5,8906,On foot,Tram,On foot,Yes,,,,Yes,No,Yes,No,No,No,No,
924,1919,Man,Higher Technical School of Telecommunications Engineering of Barcelona (ETSETB),Second,5,8203,Bus,FGC,Bus,Yes,,,,Yes,Yes,No,No,No,No,No,
925,1920,Man,Higher Technical School of Telecommunications Engineering of Barcelona (ETSETB),Third,5,8028,On foot,Bus,On foot,No,On foot,Underground,On foot,Yes,No,Yes,No,No,No,No,
926,1921,NR/DK,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",Third,5,8201,On foot,Renfe,On foot,Yes,,,,No,No,No,Yes,No,Yes,No,
927,1922,Man,Higher Technical School of Industrial Engineering of Barcelona (ETSEIB),Fourth,4,8370,On foot,Renfe,Underground,Yes,,,,Yes,Yes,No,No,No,No,No,
928,1924,Man,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",Second,5,8201,On foot,Bus,On foot,No,On foot,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",On foot,Yes,No,Yes,No,No,No,No,
929,1926,Man,Barcelona School of Informatics (FIB),Fourth,1,8024,Combustion or electric motorcycle with non-renewable source charging,,,Yes,,,,Yes,No,Yes,No,No,No,No,
930,1929,Woman,Higher Technical School of Telecommunications Engineering of Barcelona (ETSETB),Second,5,8980,On foot,Bus,On foot,Yes,,,,No,Yes,No,No,Yes,No,No,
931,1930,Man,Barcelona School of Informatics (FIB),Second,4,8391,Renfe,Underground,On foot,No,Underground,Renfe,Bus,No,No,No,Yes,No,No,No,
932,1931,Woman,Higher Technical School of Architecture of Barcelona (ETSAB),Fourth,5,2028,On foot,Underground,,Yes,,,,Yes,Yes,No,No,No,No,No,
933,1936,Man,School of Telecommunications and Aerospace Engineering of Castelldefels (EETAC),Second,3,8028,Underground,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",On foot,Yes,,,,Yes,Yes,No,No,No,No,No,
934,1937,Man,"Higher Technical School of Engineering of Roads, Canals and Ports of Barcelona (ETSECCPB)",First,5,8034,On foot,Bicycle,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Yes,,,,Yes,No,No,No,No,No,No,
935,1938,Man,Higher Technical School of Telecommunications Engineering of Barcelona (ETSETB),Second,5,8010,On foot,Underground,On foot,Yes,,,,Yes,Yes,No,No,No,No,No,
936,1939,Woman,Higher Technical School of Architecture of Barcelona (ETSAB),Fourth,4,8027,Underground,Underground,Underground,No,Underground,Underground,Underground,No,No,Yes,No,Yes,No,No,
937,1942,Man,School of Engineering of Barcelona East (EEBE),First,4,8013,Bicycle,Bicycle,Bicycle,Yes,,,,No,Yes,No,No,Yes,No,No,
938,1944,Man,Polytechnic School of Engineering of Manresa (EPSEM),First,5,8700,Combustion or electric motorcycle with non-renewable source charging,,,Yes,,,,Yes,No,Yes,No,No,No,No,
939,1945,Man,School of Engineering of Barcelona East (EEBE),Fourth,2,,Bus,Underground,Tram,Yes,,,,Yes,No,No,No,Yes,No,No,
940,1946,Man,School of Engineering of Barcelona East (EEBE),First,5,8630,On foot,,,Yes,,,,No,No,No,Yes,No,No,No,
941,1948,Man,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",Second,5,8180,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",,,Yes,,,,No,No,No,Yes,No,No,No,
942,1949,Man,School of Agricultural Engineering and Biosystems of Barcelona (EEABB),First,5,8830,Combustion or electric motorcycle with non-renewable source charging,Combustion or electric motorcycle with non-renewable source charging,,Yes,,,,Yes,No,No,No,No,No,No,
943,1950,Woman,School of Architecture of Vallès (ETSAV),Fourth,7,8172,Scooter (or other micro-mobility devices) with renewable charging,,,Yes,,,,Yes,No,No,No,No,No,No,
944,1952,Man,Polytechnic University School of Building of Barcelona (EPSEB),Second,4,8014,Underground,Bus,,Yes,,,,Yes,No,No,No,No,No,No,
945,1953,Woman,School of Engineering of Barcelona East (EEBE),Fourth,4,8918,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",,,Yes,,,,Yes,No,Yes,No,No,No,No,
946,1954,Woman,Barcelona School of Informatics (FIB),First,3,8005,Underground,,,Yes,,,,Yes,No,No,No,No,No,No,
947,1955,Man,Higher Technical School of Industrial Engineering of Barcelona (ETSEIB),Second,2,8029,On foot,Tram,,Yes,,,,Yes,No,Yes,No,No,No,No,
948,1956,Man,School of Engineering of Barcelona East (EEBE),Third,5,8026,Combustion or electric motorcycle with non-renewable source charging,,,Yes,,,,Yes,No,No,No,No,No,Yes,
949,1959,Man,"Higher Technical School of Engineering of Roads, Canals and Ports of Barcelona (ETSECCPB)",Second,3,8209,Underground,Underground,Underground,Yes,,,,Yes,No,No,No,No,No,No,
950,1960,Man,School of Telecommunications and Aerospace Engineering of Castelldefels (EETAC),Second,5,8033,,,Renfe,Yes,,,,No,No,No,Yes,No,No,No,
951,1962,Man,Barcelona School of Informatics (FIB),Fourth,2,8015,Bicycle,,,Yes,,,,No,Yes,No,No,No,Yes,No,
952,1965,Man,Barcelona School of Informatics (FIB),Third,4,8980,Bus,On foot,,No,On foot,Bus,Bus,No,No,Yes,No,No,No,No,
953,1967,Woman,Higher Technical School of Industrial Engineering of Barcelona (ETSEIB),First,5,8242,On foot,Bus,On foot,Yes,,,,Yes,No,Yes,No,No,No,No,
954,1968,Man,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",First,5,8191,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Yes,,,,Yes,No,No,Yes,No,No,No,
955,1969,Man,Higher Technical School of Industrial Engineering of Barcelona (ETSEIB),Fourth,7,,On foot,Underground,On foot,Yes,,,,Yes,No,Yes,No,No,No,No,
956,1970,Man,Higher Technical School of Industrial Engineering of Barcelona (ETSEIB),Fourth,5,2028,Bicycle,Bicycle,Bicycle,Yes,,,,Yes,Yes,No,No,No,No,No,
957,1971,Man,Barcelona School of Informatics (FIB),Fourth,1,8023,On foot,Bus,On foot,Yes,,,,Yes,No,Yes,No,No,No,No,
958,1973,Man,Higher Technical School of Industrial Engineering of Barcelona (ETSEIB),Third,5,8901,On foot,Bus,,Yes,,,,Yes,No,Yes,No,No,No,No,
959,1974,Man,Faculty of Nautical of Barcelona (FNB),Fourth,3,8028,Combustion or electric motorcycle with non-renewable source charging,Combustion or electric motorcycle with non-renewable source charging,Combustion or electric motorcycle with non-renewable source charging,Yes,,,,Yes,No,Yes,No,No,No,No,
960,1975,Woman,School of Telecommunications and Aerospace Engineering of Castelldefels (EETAC),Third,1,12600,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Renfe,Renfe,Yes,,,,Yes,No,Yes,No,No,No,No,
961,1976,Woman,School of Architecture of Vallès (ETSAV),Fourth,4,8035,Bicycle,FGC,On foot,Yes,,,,Yes,No,No,No,Yes,No,No,
962,1979,Woman,Higher Technical School of Architecture of Barcelona (ETSAB),Fourth,1,83293,,,,Yes,,,,No,No,No,No,No,No,No,
963,1981,Woman,Higher Technical School of Architecture of Barcelona (ETSAB),Second,5,8030,On foot,Bus,,Yes,,,,Yes,No,Yes,No,No,No,No,
964,1982,Man,"Higher Technical School of Engineering of Roads, Canals and Ports of Barcelona (ETSECCPB)",First,5,8032,Bus,On foot,,Yes,,,,Yes,No,No,No,No,No,No,
965,1983,Man,Faculty of Mathematics and Statistics (FME),Fourth,1,8027,On foot,Underground,On foot,Yes,,,,Yes,Yes,No,No,No,No,No,
966,1989,Man,Barcelona School of Informatics (FIB),Fourth,5,8027,Underground,Underground,,Yes,,,,Yes,Yes,No,No,No,No,No,
967,1991,Woman,"Higher Technical School of Engineering of Roads, Canals and Ports of Barcelona (ETSECCPB)",Second,4,8003,Bicycle,Bicycle,Bicycle,Yes,,,,No,Yes,No,No,Yes,No,No,
968,1993,Man,"Higher Technical School of Engineering of Roads, Canals and Ports of Barcelona (ETSECCPB)",Third,3,8020,Bus,On foot,,Yes,,,,No,Yes,Yes,No,No,No,No,
969,1995,Man,Higher Technical School of Telecommunications Engineering of Barcelona (ETSETB),Third,6,8902,On foot,Underground,On foot,Yes,,,,Yes,No,Yes,No,No,No,No,
970,1996,Woman,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",Fourth,4,8222,On foot,,,Yes,,,,Yes,Yes,No,No,No,No,No,
971,1997,Man,School of Engineering of Barcelona East (EEBE),Third,4,8320,Renfe,Tram,On foot,Yes,,,,No,No,No,Yes,No,No,No,
972,1998,Woman,Higher Technical School of Industrial Engineering of Barcelona (ETSEIB),First,5,8029,On foot,On foot,On foot,Yes,,,,No,No,No,No,Yes,Yes,No,
973,2000,Man,School of Engineering of Barcelona East (EEBE),Fourth,2,8320,Scooter (or other micro-mobility devices) with non-renewable charging,Renfe,Scooter (or other micro-mobility devices) with non-renewable charging,Yes,,,,Yes,Yes,No,No,No,No,No,
974,2001,Man,Higher Technical School of Telecommunications Engineering of Barcelona (ETSETB),First,2,,Electric vehicle (with Zero label and renewable source charging),,,Yes,,,,Yes,No,No,No,No,No,No,
975,2003,Man,Barcelona School of Informatics (FIB),First,5,8014,Underground,On foot,,No,On foot,On foot,On foot,Yes,No,Yes,No,No,No,No,
976,2004,Man,Faculty of Nautical of Barcelona (FNB),First,5,8028,Bicycle,,,Yes,,,,No,No,No,No,Yes,Yes,No,
977,2011,Man,Barcelona School of Informatics (FIB),Third,5,8034,On foot,On foot,On foot,Yes,,,,No,Yes,No,No,No,No,No,
978,2013,Man,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",First,5,8105,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",FGC,On foot,No,FGC,Renfe,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",No,No,No,Yes,No,No,No,
979,2014,Man,Higher Technical School of Industrial Engineering of Barcelona (ETSEIB),Second,5,8310,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Renfe,Underground,Yes,,,,No,No,No,Yes,No,No,No,"There are not enough parking spaces in the university area. If it was easier to park I would come more often by car, since the combinations in public transport that I have are hellish"
980,2015,Man,Polytechnic School of Engineering of Vilanova i la Geltrú (EPSEVG),Third,4,8800,On foot,,,Yes,,,,No,No,Yes,No,No,No,No,
981,2016,Man,Higher Technical School of Industrial Engineering of Barcelona (ETSEIB),Third,5,8028,On foot,,,Yes,,,,No,Yes,Yes,No,No,No,No,
982,2017,Man,"Higher Technical School of Engineering of Roads, Canals and Ports of Barcelona (ETSECCPB)",Third,1,8020,Bus,,,Yes,,,,Yes,Yes,No,No,No,No,No,
983,2019,Man,School of Telecommunications and Aerospace Engineering of Castelldefels (EETAC),First,1,8820,Electric vehicle (with Zero label and renewable source charging),,,Yes,,,,Yes,No,Yes,No,No,No,No,
984,2021,Woman,Polytechnic School of Engineering of Vilanova i la Geltrú (EPSEVG),Second,5,8870,Combustion or electric motorcycle with non-renewable source charging,Renfe,,Yes,,,,Yes,No,Yes,No,No,No,No,
985,2022,Woman,Higher Technical School of Architecture of Barcelona (ETSAB),First,5,8015,On foot,Underground,On foot,Yes,,,,Yes,Yes,No,No,No,No,No,
986,2024,Man,Higher Technical School of Industrial Engineering of Barcelona (ETSEIB),First,5,8006,Combustion or electric motorcycle with non-renewable source charging,,,No,Combustion or electric motorcycle with non-renewable source charging,,,Yes,No,Yes,No,No,No,No,
987,2025,Woman,Barcelona School of Informatics (FIB),Fourth,1,8921,Underground,Bus,,Yes,,,,No,Yes,No,No,Yes,No,No,
988,2027,Man,Barcelona School of Informatics (FIB),First,5,8015,On foot,Underground,On foot,Yes,,,,Yes,No,Yes,No,No,No,No,
989,2029,Woman,School of Agricultural Engineering and Biosystems of Barcelona (EEABB),Third,4,8225,,,,Yes,,,,Yes,No,No,No,No,No,No,If I don't go by car I don't get to work because public transport takes three times longer
990,2032,Man,School of Telecommunications and Aerospace Engineering of Castelldefels (EETAC),Fourth,4,8029,Bus,Renfe,On foot,Yes,,,,No,Yes,No,Yes,No,No,No,
991,2036,Woman,School of Engineering of Barcelona East (EEBE),First,4,8914,Bus,Bus,,Yes,,,,Yes,No,Yes,No,No,No,No,
992,2041,Man,Faculty of Mathematics and Statistics (FME),First,5,8006,Bus,Tram,On foot,No,Underground,Underground,On foot,Yes,No,Yes,No,No,No,No,
993,2042,Woman,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",First,4,8004,,,,Yes,,,,No,No,No,No,No,No,Yes,
994,2043,Man,Barcelona School of Informatics (FIB),Second,4,8295,Renfe,Underground,On foot,Yes,,,,No,No,No,Yes,No,No,No,
995,2044,Man,Barcelona School of Informatics (FIB),First,2,17520,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",,,Yes,,,,Yes,No,No,No,No,No,Yes,
996,2047,Woman,Higher Technical School of Industrial Engineering of Barcelona (ETSEIB),Fourth,2,8420,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Renfe,Underground,Yes,,,,No,Yes,No,No,No,No,No,
997,2048,Man,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",Second,2,,Underground,Bus,On foot,Yes,,,,Yes,No,Yes,No,No,No,No,
998,2051,Man,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",First,5,8011,On foot,FGC,On foot,Yes,,,,Yes,Yes,No,No,No,No,No,
999,2052,Woman,Faculty of Optics and Optometry of Terrassa (FOOT),First,4,8180,Bus,Renfe,Bus,Yes,,,,No,No,No,Yes,No,No,Yes,
1000,2053,Woman,School of Agricultural Engineering and Biosystems of Barcelona (EEABB),First,4,8026,On foot,Underground,Renfe,No,On foot,Bus,Underground,Yes,No,Yes,No,No,No,No,
1001,2055,Man,Higher Technical School of Architecture of Barcelona (ETSAB),Fourth,5,8903,Bus,On foot,,Yes,,,,Yes,Yes,No,No,No,No,No,
1002,2057,Man,Barcelona School of Informatics (FIB),Third,3,8755,Bus,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",,Yes,,,,Yes,No,No,Yes,No,No,No,
1003,2058,Man,School of Engineering of Barcelona East (EEBE),Third,5,8001,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",,,Yes,,,,Yes,No,Yes,No,No,No,No,
1004,2059,Woman,Faculty of Mathematics and Statistics (FME),Third,5,8035,On foot,Underground,,No,On foot,Bus,Bus,No,No,No,Yes,No,No,No,
1005,2060,Man,Polytechnic School of Engineering of Vilanova i la Geltrú (EPSEVG),Second,5,8850,On foot,Renfe,On foot,Yes,,,,Yes,Yes,No,No,No,No,No,
1006,2061,Man,School of Engineering of Barcelona East (EEBE),Third,4,8391,Bus,Renfe,,Yes,,,,No,No,Yes,No,Yes,No,No,
1007,2063,Woman,Faculty of Optics and Optometry of Terrassa (FOOT),Third,5,8001,Bus,,FGC,Yes,,,,No,No,No,Yes,No,No,No,
1008,2064,Man,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",Third,5,8202,On foot,Renfe,FGC,No,Bus,Renfe,On foot,Yes,Yes,No,No,No,No,No,
1009,2065,Woman,School of Agricultural Engineering and Biosystems of Barcelona (EEABB),First,5,8013,Renfe,Renfe,On foot,Yes,,,,Yes,No,Yes,No,No,No,No,
1010,2069,Woman,School of Engineering of Barcelona East (EEBE),Second,5,8912,On foot,Bus,Tram,Yes,,,,Yes,No,Yes,No,No,No,No,
1011,2071,Man,School of Telecommunications and Aerospace Engineering of Castelldefels (EETAC),First,5,8020,On foot,Underground,Renfe,Yes,,,,No,Yes,No,Yes,No,No,No,
1012,2073,Man,Barcelona School of Informatics (FIB),First,4,8038,On foot,Underground,,Yes,,,,Yes,No,No,Yes,No,No,No,
1013,2075,Man,Higher Technical School of Telecommunications Engineering of Barcelona (ETSETB),First,5,8027,On foot,Underground,On foot,Yes,,,,Yes,Yes,No,No,No,No,No,
1014,2076,Man,"Higher Technical School of Engineering of Roads, Canals and Ports of Barcelona (ETSECCPB)",Fourth,5,8800,Bus,Underground,On foot,Yes,,,,Yes,Yes,No,No,No,No,No,
1015,2077,Man,Polytechnic University School of Building of Barcelona (EPSEB),Second,4,8024,Bicycle,Bicycle,Bicycle,Yes,,,,No,Yes,No,No,Yes,No,No,
1016,2079,NR/DK,Higher Technical School of Industrial Engineering of Barcelona (ETSEIB),Second,5,8034,On foot,Bicycle,Bicycle,No,On foot,Bicycle,Bicycle,Yes,Yes,No,No,No,No,No,
1017,2080,Man,School of Engineering of Barcelona East (EEBE),First,3,8207,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Yes,,,,No,No,No,Yes,No,No,Yes,
1018,2081,Man,Barcelona School of Informatics (FIB),Fourth,4,,Renfe,Renfe,Underground,Yes,,,,No,No,No,Yes,No,No,No,
1019,2082,Man,School of Agricultural Engineering and Biosystems of Barcelona (EEABB),First,5,8005,Bicycle,Renfe,On foot,Yes,,,,Yes,No,No,No,Yes,No,No,
