,COURSE,UPC Code and Acronyms,Municipality_Course,Postal Code Course,Total Course
3261,22-23,300 EETAC,Barcelona,8032,8
3262,22-23,300 EETAC,Barcelona,8033,4
3263,22-23,300 EETAC,Barcelona,8034,6
3264,22-23,300 EETAC,Barcelona,8035,7
3265,22-23,300 EETAC,Barcelona,8036,11
3266,22-23,300 EETAC,Barcelona,8037,2
3267,22-23,300 EETAC,Barcelona,8038,6
3268,22-23,300 EETAC,Barcelona,8041,10
3269,22-23,300 EETAC,Barcelona,8042,10
3270,22-23,300 EETAC,Barcelona,8174,1
3271,22-23,300 EETAC,Barcelona,8783,1
3272,22-23,300 EETAC,Barcelona,8830,1
3273,22-23,300 EETAC,Barcelona,8840,1
3274,22-23,300 EETAC,Barcelona,8860,2
3275,22-23,300 EETAC,Barcelona,8901,2
3276,22-23,300 EETAC,Barcelona,8905,1
3277,22-23,300 EETAC,Barcelona,8906,2
3278,22-23,300 EETAC,Begues,8859,13
3279,22-23,300 EETAC,Bellvei,43719,1
3280,22-23,300 EETAC,Berga,8600,2
3281,22-23,300 EETAC,Blanes,17300,4
3282,22-23,300 EETAC,Bunyola,7193,1
3283,22-23,300 EETAC,Cabrera de,8349,1
3284,22-23,300 EETAC,Cabrils,8348,2
3285,22-23,300 EETAC,Calafell,43820,5
3286,22-23,300 EETAC,Calafell,43882,3
3287,22-23,300 EETAC,Caldas de ,36650,2
3288,22-23,300 EETAC,Caldes de ,8140,3
3289,22-23,300 EETAC,Caldes d'E,8393,1
3290,22-23,300 EETAC,Calella,8370,3
3291,22-23,300 EETAC,Calvià,7181,1
3292,22-23,300 EETAC,Cangas del,33800,1
3293,22-23,300 EETAC,Cànoves i ,8445,1
3294,22-23,300 EETAC,Canyelles,8811,1
3295,22-23,300 EETAC,Capellades,8786,1
3296,22-23,300 EETAC,Cardedeu,8440,4
3297,22-23,300 EETAC,Cassà de l,17244,1
3298,22-23,300 EETAC,Castellar ,8211,1
3299,22-23,300 EETAC,Castellbis,8755,4
3300,22-23,300 EETAC,Castelldef,2651,1
3301,22-23,300 EETAC,Castelldef,8604,1
3302,22-23,300 EETAC,Castelldef,8850,2
3303,22-23,300 EETAC,Castelldef,8860,228
3304,22-23,300 EETAC,Castelldef,8866,1
3305,22-23,300 EETAC,Castellón ,12100,2
3306,22-23,300 EETAC,Castell-Pl,17250,2
3307,22-23,300 EETAC,Castellví ,8732,1
3308,22-23,300 EETAC,Castellví ,8769,1
3309,22-23,300 EETAC,Cerdanyola,8290,3
3310,22-23,300 EETAC,Cervelló,8758,3
3311,22-23,300 EETAC,Collbató,8293,2
3312,22-23,300 EETAC,Corbera de,8757,3
3313,22-23,300 EETAC,Cornellà d,8940,22
3314,22-23,300 EETAC,Cubelles,8880,9
3315,22-23,300 EETAC,Dosrius,8318,1
3316,22-23,300 EETAC,El Ejido,4700,1
3317,22-23,300 EETAC,El Masnou,8320,5
3318,22-23,300 EETAC,El Papiol,8754,2
3319,22-23,300 EETAC,El Pont de,8254,1
3320,22-23,300 EETAC,El Prat de,8820,24
3321,22-23,300 EETAC,El Prat de,8940,1
3322,22-23,300 EETAC,El Vendrel,43700,3
3323,22-23,300 EETAC,El Vendrel,43880,4
3324,22-23,300 EETAC,Els Pallar,43151,1
3325,22-23,300 EETAC,Esparregue,8292,4
3326,22-23,300 EETAC,Esplugues ,8950,13
3327,22-23,300 EETAC,"Esquirol, ",8511,1
3328,22-23,300 EETAC,Figueres,17600,1
3329,22-23,300 EETAC,Folguerole,8519,1
3330,22-23,300 EETAC,Fornells d,17458,1
3331,22-23,300 EETAC,Franqueses,8520,2
3332,22-23,300 EETAC,Gandia,46730,1
3333,22-23,300 EETAC,Gavà,8850,38
3334,22-23,300 EETAC,Girona,17003,1
3335,22-23,300 EETAC,Girona,17007,2
3336,22-23,300 EETAC,Granollers,8401,2
3337,22-23,300 EETAC,Granollers,8402,6
3338,22-23,300 EETAC,Hospitalet,8901,8
3339,22-23,300 EETAC,Hospitalet,8902,15
3340,22-23,300 EETAC,Hospitalet,8903,1
3341,22-23,300 EETAC,Hospitalet,8904,7
3342,22-23,300 EETAC,Hospitalet,8905,7
3343,22-23,300 EETAC,Hospitalet,8906,3
3344,22-23,300 EETAC,Hospitalet,8907,12
3345,22-23,300 EETAC,Huéscar,18830,1
3346,22-23,300 EETAC,Igualada,8700,6
3347,22-23,300 EETAC,Kripan,1200,2
3348,22-23,300 EETAC,La Bisbal ,43717,2
3349,22-23,300 EETAC,La Riera d,43762,1
3350,22-23,300 EETAC,La Roca de,8430,5
3351,22-23,300 EETAC,La Selva d,43470,2
3352,22-23,300 EETAC,La Vall d',12600,2
3353,22-23,300 EETAC,L'Arboç,43720,1
3354,22-23,300 EETAC,Les Borges,25400,2
3355,22-23,300 EETAC,Lleida,25001,1
3356,22-23,300 EETAC,Lleida,25005,1
3357,22-23,300 EETAC,Lleida,25007,1
3358,22-23,300 EETAC,Lliçà d'Am,8186,1
3359,22-23,300 EETAC,Llinars de,8450,6
3360,22-23,300 EETAC,Lloret de ,17310,3
3361,22-23,300 EETAC,Madrid,28008,1
3362,22-23,300 EETAC,Manacor,7500,2
3363,22-23,300 EETAC,Manacor,7680,1
3364,22-23,300 EETAC,Manlleu,8560,4
3365,22-23,300 EETAC,Manresa,8242,2
3366,22-23,300 EETAC,Martorell,8760,7
3367,22-23,300 EETAC,Matadepera,8230,1
3368,22-23,300 EETAC,Mataró,8301,2
3369,22-23,300 EETAC,Mataró,8302,5
3370,22-23,300 EETAC,Mataró,8303,2
3371,22-23,300 EETAC,Mataró,8304,3
3372,22-23,300 EETAC,Mediona,8773,1
3373,22-23,300 EETAC,Molins de ,8750,7
3374,22-23,300 EETAC,Mollet del,8100,10
3375,22-23,300 EETAC,Monistrol ,8691,1
3376,22-23,300 EETAC,Montcada i,8110,4
3377,22-23,300 EETAC,Montgat,8390,1
3378,22-23,300 EETAC,Montornès ,8170,2
3379,22-23,300 EETAC,Navarcles,8270,1
3380,22-23,300 EETAC,Olèrdola,8734,1
3381,22-23,300 EETAC,Olesa de B,8795,1
3382,22-23,300 EETAC,Olesa de M,8640,3
3383,22-23,300 EETAC,Olivella,8818,2
3384,22-23,300 EETAC,Òrrius,8317,1
3385,22-23,300 EETAC,Palamós,17230,1
3386,22-23,300 EETAC,Palau-soli,8184,1
3387,22-23,300 EETAC,Pallejà,8780,3
3388,22-23,300 EETAC,Parets del,8150,1
3389,22-23,300 EETAC,Piera,8784,4
3390,22-23,300 EETAC,Pineda de ,8397,2
3391,22-23,300 EETAC,Porqueres,17834,1
3392,22-23,300 EETAC,Premià de ,8330,2
3393,22-23,300 EETAC,Premià de ,8338,5
3394,22-23,300 EETAC,Puerto de ,38400,1
3395,22-23,300 EETAC,Puigcerdà,17520,1
3396,22-23,300 EETAC,Puig-reig,8692,1
3397,22-23,300 EETAC,Reus,43202,2
3398,22-23,300 EETAC,Reus,43204,3
3399,22-23,300 EETAC,Reus,43205,4
3400,22-23,300 EETAC,Reus,43206,1
3401,22-23,300 EETAC,Riells i V,17404,3
3402,22-23,300 EETAC,Riudarenes,17421,2
3403,22-23,300 EETAC,Roda de Be,43883,1
3404,22-23,300 EETAC,Roda de Te,8510,1
3405,22-23,300 EETAC,Rubí,8191,6
3406,22-23,300 EETAC,Sabadell,8201,5
3407,22-23,300 EETAC,Sabadell,8202,2
3408,22-23,300 EETAC,Sabadell,8203,1
3409,22-23,300 EETAC,Sabadell,8204,2
3410,22-23,300 EETAC,Sabadell,8206,3
3411,22-23,300 EETAC,Sabadell,8208,1
3412,22-23,300 EETAC,Sallent,8650,2
3413,22-23,300 EETAC,Salou,43840,1
3414,22-23,300 EETAC,Salt,17190,1
3415,22-23,300 EETAC,San Vicent,3690,1
3416,22-23,300 EETAC,Sant Adrià,8930,9
3417,22-23,300 EETAC,Sant Andre,8392,4
3418,22-23,300 EETAC,Sant Andre,8740,5
3419,22-23,300 EETAC,Sant Anton,8459,1
3420,22-23,300 EETAC,Sant Boi d,8830,45
3421,22-23,300 EETAC,Sant Cebri,8396,1
3422,22-23,300 EETAC,Sant Clime,8849,5
3423,22-23,300 EETAC,Sant Cugat,8172,4
3424,22-23,300 EETAC,Sant Cugat,8173,4
3425,22-23,300 EETAC,Sant Cugat,8195,1
3426,22-23,300 EETAC,Sant Cugat,8196,1
3427,22-23,300 EETAC,Sant Cugat,8197,1
3428,22-23,300 EETAC,Sant Cugat,8198,1
3429,22-23,300 EETAC,Sant Feliu,8980,26
3430,22-23,300 EETAC,Sant Feliu,17220,1
3431,22-23,300 EETAC,Sant Fost ,8105,1
3432,22-23,300 EETAC,Sant Joan ,8970,14
3433,22-23,300 EETAC,Sant Just ,8960,5
3434,22-23,300 EETAC,Sant Llore,8791,2
3435,22-23,300 EETAC,Sant Lluís,7710,1
3436,22-23,300 EETAC,Sant Mique,17831,2
3437,22-23,300 EETAC,Sant Pere ,8776,1
3438,22-23,300 EETAC,Sant Pere ,8810,9
3439,22-23,300 EETAC,Sant Pere ,8812,5
3440,22-23,300 EETAC,Sant Quirz,8192,4
3441,22-23,300 EETAC,Sant Vicen,8394,2
3442,22-23,300 EETAC,Sant Vicen,8620,10
3443,22-23,300 EETAC,Santa Colo,8690,3
3444,22-23,300 EETAC,Santa Colo,8921,4
3445,22-23,300 EETAC,Santa Colo,8922,3
3446,22-23,300 EETAC,Santa Colo,8923,4
3447,22-23,300 EETAC,Santa Colo,8924,4
3448,22-23,300 EETAC,Santa Cris,17246,1
3449,22-23,300 EETAC,Santa Perp,8130,2
3450,22-23,300 EETAC,Santpedor,8251,3
3451,22-23,300 EETAC,Sense Info,99999,2
3452,22-23,300 EETAC,Serinyà,17852,1
3453,22-23,300 EETAC,Siétamo,22121,1
3454,22-23,300 EETAC,Sils,17410,1
3455,22-23,300 EETAC,Sitges,8870,11
3456,22-23,300 EETAC,Sóller,7100,1
3457,22-23,300 EETAC,Soses,25181,3
3458,22-23,300 EETAC,Súria,8260,1
3459,22-23,300 EETAC,Talamantes,50010,1
3460,22-23,300 EETAC,Tarragona,43005,2
3461,22-23,300 EETAC,Tarragona,43130,2
3462,22-23,300 EETAC,Teià,8329,1
3463,22-23,300 EETAC,Terrades,17731,1
3464,22-23,300 EETAC,Terrassa,8194,1
3465,22-23,300 EETAC,Terrassa,8221,1
3466,22-23,300 EETAC,Terrassa,8222,2
3467,22-23,300 EETAC,Terrassa,8223,2
3468,22-23,300 EETAC,Terrassa,8224,2
3469,22-23,300 EETAC,Terrassa,8225,2
3470,22-23,300 EETAC,Terrassa,8226,1
3471,22-23,300 EETAC,Tiana,8391,2
3472,22-23,300 EETAC,Tona,8551,2
3473,22-23,300 EETAC,Torredemba,43830,3
3474,22-23,300 EETAC,Torrelavit,8775,1
3475,22-23,300 EETAC,Torrelles ,8629,1
3476,22-23,300 EETAC,Tossa de M,17320,1
3477,22-23,300 EETAC,Tremp,25620,1
3478,22-23,300 EETAC,Ullastrell,8231,1
3479,22-23,300 EETAC,Valladolid,47008,1
3480,22-23,300 EETAC,Vallirana,8759,3
3481,22-23,300 EETAC,Vallromane,8188,4
3482,22-23,300 EETAC,Valls,43800,2
3483,22-23,300 EETAC,Vic,8500,3
3484,22-23,300 EETAC,Viladecans,8840,62
3485,22-23,300 EETAC,Viladecans,8849,1
3486,22-23,300 EETAC,Viladecava,8232,1
3487,22-23,300 EETAC,Vilafranca,8720,3
3488,22-23,300 EETAC,Vilanova d,8410,2
3489,22-23,300 EETAC,Vilanova d,8788,3
3490,22-23,300 EETAC,Vilanova i,8800,35
3491,22-23,300 EETAC,Vila-seca,43480,3
3492,22-23,300 EETAC,Vilassar d,8340,2
3493,22-23,300 EETAC,Villena,3400,1
3494,22-23,300 EETAC,Vimbodí i ,43430,1
3495,22-23,310 EPSEB,Aiguafreda,8591,1
3496,22-23,310 EPSEB,Alella,8328,4
3497,22-23,310 EPSEB,Ametlla de,8480,1
3498,22-23,310 EPSEB,Arenys de ,8396,1
3499,22-23,310 EPSEB,Argelaguer,17853,1
3500,22-23,310 EPSEB,Artés,8271,2
3501,22-23,310 EPSEB,Badalona,8911,1
3502,22-23,310 EPSEB,Badalona,8912,8
3503,22-23,310 EPSEB,Badalona,8913,1
3504,22-23,310 EPSEB,Badalona,8914,6
3505,22-23,310 EPSEB,Badalona,8915,4
3506,22-23,310 EPSEB,Badalona,8917,12
3507,22-23,310 EPSEB,Badalona,9817,1
3508,22-23,310 EPSEB,Balenyà,8550,1
3509,22-23,310 EPSEB,Barberà de,8210,5
3510,22-23,310 EPSEB,Barcelona,7015,1
3511,22-23,310 EPSEB,Barcelona,8001,11
3512,22-23,310 EPSEB,Barcelona,8002,6
3513,22-23,310 EPSEB,Barcelona,8003,3
3514,22-23,310 EPSEB,Barcelona,8004,13
3515,22-23,310 EPSEB,Barcelona,8005,5
3516,22-23,310 EPSEB,Barcelona,8006,7
3517,22-23,310 EPSEB,Barcelona,8008,1
3518,22-23,310 EPSEB,Barcelona,8009,4
3519,22-23,310 EPSEB,Barcelona,8010,4
3520,22-23,310 EPSEB,Barcelona,8011,4
3521,22-23,310 EPSEB,Barcelona,8012,11
3522,22-23,310 EPSEB,Barcelona,8013,15
3523,22-23,310 EPSEB,Barcelona,8014,25
3524,22-23,310 EPSEB,Barcelona,8015,15
3525,22-23,310 EPSEB,Barcelona,8016,10
3526,22-23,310 EPSEB,Barcelona,8017,7
3527,22-23,310 EPSEB,Barcelona,8018,9
3528,22-23,310 EPSEB,Barcelona,8019,10
3529,22-23,310 EPSEB,Barcelona,8020,13
3530,22-23,310 EPSEB,Barcelona,8021,6
3531,22-23,310 EPSEB,Barcelona,8022,6
3532,22-23,310 EPSEB,Barcelona,8023,10
3533,22-23,310 EPSEB,Barcelona,8024,13
3534,22-23,310 EPSEB,Barcelona,8025,14
3535,22-23,310 EPSEB,Barcelona,8026,3
3536,22-23,310 EPSEB,Barcelona,8027,16
3537,22-23,310 EPSEB,Barcelona,8028,33
3538,22-23,310 EPSEB,Barcelona,8029,21
3539,22-23,310 EPSEB,Barcelona,8030,16
3540,22-23,310 EPSEB,Barcelona,8031,13
3541,22-23,310 EPSEB,Barcelona,8032,8
3542,22-23,310 EPSEB,Barcelona,8033,4
3543,22-23,310 EPSEB,Barcelona,8034,12
3544,22-23,310 EPSEB,Barcelona,8035,11
3545,22-23,310 EPSEB,Barcelona,8036,12
3546,22-23,310 EPSEB,Barcelona,8037,3
3547,22-23,310 EPSEB,Barcelona,8038,10
3548,22-23,310 EPSEB,Barcelona,8041,6
3549,22-23,310 EPSEB,Barcelona,8042,7
3550,22-23,310 EPSEB,Barcelona,8150,1
3551,22-23,310 EPSEB,Barcelona,8304,1
3552,22-23,310 EPSEB,Barcelona,8901,1
3553,22-23,310 EPSEB,Barcelona,8902,1
3554,22-23,310 EPSEB,Barcelona,8903,1
3555,22-23,310 EPSEB,Barcelona,8904,1
3556,22-23,310 EPSEB,Barcelona,8905,3
3557,22-23,310 EPSEB,Barcelona,8906,1
3558,22-23,310 EPSEB,Barcelona,8912,1
3559,22-23,310 EPSEB,Barcelona,8922,1
3560,22-23,310 EPSEB,Barcelona,8970,1
3561,22-23,310 EPSEB,Begues,8859,1
3562,22-23,310 EPSEB,Benidorm,3502,1
3563,22-23,310 EPSEB,Blanes,17300,1
3564,22-23,310 EPSEB,Cabrils,8348,4
3565,22-23,310 EPSEB,Caldes de ,8140,3
3566,22-23,310 EPSEB,Caldes d'E,8393,1
3567,22-23,310 EPSEB,Calella,8370,4
3568,22-23,310 EPSEB,Cambrils,43850,1
3569,22-23,310 EPSEB,Campdevàno,17530,1
3570,22-23,310 EPSEB,Canet de M,8360,2
3571,22-23,310 EPSEB,Canovelles,8420,2
3572,22-23,310 EPSEB,Cànoves i ,8445,1
3573,22-23,310 EPSEB,Canyelles,8811,1
3574,22-23,310 EPSEB,Capellades,8786,1
3575,22-23,310 EPSEB,Cardedeu,8440,1
3576,22-23,310 EPSEB,"Castell, E",7720,2
3577,22-23,310 EPSEB,Castellar ,8211,4
3578,22-23,310 EPSEB,Castellbis,8755,2
3579,22-23,310 EPSEB,Castelldef,8860,3
3580,22-23,310 EPSEB,Castelló d,17486,1
3581,22-23,310 EPSEB,Castelló d,17487,1
3582,22-23,310 EPSEB,Centelles,8540,3
3583,22-23,310 EPSEB,Cerdanyola,8290,3
3584,22-23,310 EPSEB,Cervelló,8758,1
3585,22-23,310 EPSEB,Cervera,25200,1
3586,22-23,310 EPSEB,Cervià de ,25460,1
3587,22-23,310 EPSEB,Collbató,8293,1
3588,22-23,310 EPSEB,Corbera de,8757,1
3589,22-23,310 EPSEB,Cornellà d,8001,1
3590,22-23,310 EPSEB,Cornellà d,8940,20
3591,22-23,310 EPSEB,Cornellà d,8970,1
3592,22-23,310 EPSEB,Cubelles,8880,1
3593,22-23,310 EPSEB,Cunit,43881,1
3594,22-23,310 EPSEB,El Bruc,8294,1
3595,22-23,310 EPSEB,El Masnou,8320,3
3596,22-23,310 EPSEB,El Pont de,8254,1
3597,22-23,310 EPSEB,El Prat de,8820,7
3598,22-23,310 EPSEB,El Vendrel,43700,1
3599,22-23,310 EPSEB,Esparregue,8292,2
3600,22-23,310 EPSEB,Esplugues ,8906,1
3601,22-23,310 EPSEB,Esplugues ,8950,7
3602,22-23,310 EPSEB,Gavà,8850,12
3603,22-23,310 EPSEB,Gelida,8790,2
3604,22-23,310 EPSEB,Girona,17003,1
3605,22-23,310 EPSEB,Granollers,8401,3
3606,22-23,310 EPSEB,Granollers,8402,3
3607,22-23,310 EPSEB,Granollers,8403,1
3608,22-23,310 EPSEB,Granollers,8520,1
3609,22-23,310 EPSEB,Gualba,8474,2
3610,22-23,310 EPSEB,Guissona,25210,1
3611,22-23,310 EPSEB,Hospitalet,8901,7
3612,22-23,310 EPSEB,Hospitalet,8902,9
3613,22-23,310 EPSEB,Hospitalet,8903,9
3614,22-23,310 EPSEB,Hospitalet,8904,12
3615,22-23,310 EPSEB,Hospitalet,8905,11
3616,22-23,310 EPSEB,Hospitalet,8906,14
3617,22-23,310 EPSEB,Hospitalet,8907,5
3618,22-23,310 EPSEB,Hospitalet,8908,1
3619,22-23,310 EPSEB,Igualada,8700,4
3620,22-23,310 EPSEB,La Garriga,8530,1
3621,22-23,310 EPSEB,La Granada,8792,1
3622,22-23,310 EPSEB,La Quar,8001,1
3623,22-23,310 EPSEB,La Roca de,8430,2
3624,22-23,310 EPSEB,Las Palmas,35012,1
3625,22-23,310 EPSEB,Les Borges,25400,1
3626,22-23,310 EPSEB,Lleida,25002,1
3627,22-23,310 EPSEB,Lliçà d'Am,8186,1
3628,22-23,310 EPSEB,Lliçà de V,8185,1
3629,22-23,310 EPSEB,Llorenç de,43712,1
3630,22-23,310 EPSEB,Llucmajor,7609,1
3631,22-23,310 EPSEB,Madrid,28015,1
3632,22-23,310 EPSEB,Malgrat de,8380,1
3633,22-23,310 EPSEB,Manresa,8241,3
3634,22-23,310 EPSEB,Manresa,8242,3
3635,22-23,310 EPSEB,Manresa,8243,1
3636,22-23,310 EPSEB,Martorell,8760,5
3637,22-23,310 EPSEB,Matadepera,8230,5
3638,22-23,310 EPSEB,Mataró,8301,1
3639,22-23,310 EPSEB,Mataró,8302,3
3640,22-23,310 EPSEB,Mataró,8303,2
3641,22-23,310 EPSEB,Mataró,8304,7
3642,22-23,310 EPSEB,Molins de ,8750,4
3643,22-23,310 EPSEB,Mollet del,8100,4
3644,22-23,310 EPSEB,Montblanc,43400,1
3645,22-23,310 EPSEB,Montcada i,8110,6
3646,22-23,310 EPSEB,Montgat,8390,2
3647,22-23,310 EPSEB,Montornès ,8170,1
3648,22-23,310 EPSEB,Muntanyola,8529,1
3649,22-23,310 EPSEB,Olesa de M,8640,1
3650,22-23,310 EPSEB,Palau-soli,8184,2
3651,22-23,310 EPSEB,Pallejà,8780,3
3652,22-23,310 EPSEB,Palma de M,7008,1
3653,22-23,310 EPSEB,Palma de M,7010,1
3654,22-23,310 EPSEB,Palma de M,7013,1
3655,22-23,310 EPSEB,Pals,17256,1
3656,22-23,310 EPSEB,Piera,8784,1
3657,22-23,310 EPSEB,Pineda de ,8397,2
3658,22-23,310 EPSEB,Premià de ,8330,2
3659,22-23,310 EPSEB,Ripollet,8291,5
3660,22-23,310 EPSEB,Roquetes,43529,1
3661,22-23,310 EPSEB,Rubí,8191,9
3662,22-23,310 EPSEB,Sabadell,8201,1
3663,22-23,310 EPSEB,Sabadell,8202,1
3664,22-23,310 EPSEB,Sabadell,8203,2
3665,22-23,310 EPSEB,Sabadell,8204,6
3666,22-23,310 EPSEB,Sabadell,8205,4
3667,22-23,310 EPSEB,Sabadell,8206,4
3668,22-23,310 EPSEB,Salt,17190,1
3669,22-23,310 EPSEB,Sant Adrià,8930,3
3670,22-23,310 EPSEB,Sant Andre,8392,3
3671,22-23,310 EPSEB,Sant Andre,8740,7
3672,22-23,310 EPSEB,Sant Anton,8459,3
3673,22-23,310 EPSEB,Sant Boi d,8830,12
3674,22-23,310 EPSEB,Sant Celon,8470,1
3675,22-23,310 EPSEB,Sant Clime,8849,1
3676,22-23,310 EPSEB,Sant Cugat,8172,8
3677,22-23,310 EPSEB,Sant Cugat,8173,7
3678,22-23,310 EPSEB,Sant Cugat,8198,1
3679,22-23,310 EPSEB,Sant Estev,8635,2
3680,22-23,310 EPSEB,Sant Feliu,8038,1
3681,22-23,310 EPSEB,Sant Feliu,8182,2
3682,22-23,310 EPSEB,Sant Feliu,8980,15
3683,22-23,310 EPSEB,Sant Fost ,8105,2
3684,22-23,310 EPSEB,Sant Fruit,8272,1
3685,22-23,310 EPSEB,Sant Joan ,8970,8
3686,22-23,310 EPSEB,Sant Just ,8960,3
3687,22-23,310 EPSEB,Sant Llore,8212,2
3688,22-23,310 EPSEB,Sant Llore,8791,2
3689,22-23,310 EPSEB,Sant Pere ,8776,2
3690,22-23,310 EPSEB,Sant Pere ,8810,3
3691,22-23,310 EPSEB,Sant Pol d,8395,1
3692,22-23,310 EPSEB,Sant Quirz,8192,1
3693,22-23,310 EPSEB,Sant Sadur,8770,2
3694,22-23,310 EPSEB,Sant Vicen,8295,1
3695,22-23,310 EPSEB,Sant Vicen,8620,1
3696,22-23,310 EPSEB,Santa Colo,8690,1
3697,22-23,310 EPSEB,Santa Colo,8921,8
3698,22-23,310 EPSEB,Santa Colo,8922,7
3699,22-23,310 EPSEB,Santa Colo,8923,3
3700,22-23,310 EPSEB,Santa Colo,8924,1
3701,22-23,310 EPSEB,Santa Eulà,7849,1
3702,22-23,310 EPSEB,Santa Eulà,8505,1
3703,22-23,310 EPSEB,Santa Marg,8710,2
3704,22-23,310 EPSEB,Santa Mari,8460,3
3705,22-23,310 EPSEB,Santa Perp,8130,3
3706,22-23,310 EPSEB,Sense Info,99999,17
3707,22-23,310 EPSEB,Sentmenat,8181,2
3708,22-23,310 EPSEB,Sitges,8870,2
3709,22-23,310 EPSEB,Sort,25560,1
3710,22-23,310 EPSEB,Tarragona,7701,1
3711,22-23,310 EPSEB,Tarragona,43005,1
3712,22-23,310 EPSEB,Tarragona,43006,1
3713,22-23,310 EPSEB,Teo,15883,1
3714,22-23,310 EPSEB,Terrassa,8221,5
3715,22-23,310 EPSEB,Terrassa,8222,4
3716,22-23,310 EPSEB,Terrassa,8223,2
3717,22-23,310 EPSEB,Terrassa,8224,9
3718,22-23,310 EPSEB,Terrassa,8225,3
3719,22-23,310 EPSEB,Terrassa,8226,3
3720,22-23,310 EPSEB,Terrassa,8227,3
3721,22-23,310 EPSEB,Terrassa,8228,1
3722,22-23,310 EPSEB,Tiana,8391,3
3723,22-23,310 EPSEB,Torelló,8570,1
3724,22-23,310 EPSEB,Torrelles ,8629,1
3725,22-23,310 EPSEB,Tortosa,43500,2
3726,22-23,310 EPSEB,Tremp,25620,2
3727,22-23,310 EPSEB,Vallbona d,8785,1
3728,22-23,310 EPSEB,Vallirana,8759,1
3729,22-23,310 EPSEB,Vallromane,8188,1
3730,22-23,310 EPSEB,Valls,43800,1
3731,22-23,310 EPSEB,Vic,8500,3
3732,22-23,310 EPSEB,Viladecans,8840,12
3733,22-23,310 EPSEB,Vilafranca,8720,5
3734,22-23,310 EPSEB,Vilanova d,8788,1
3735,22-23,310 EPSEB,Vilanova i,8800,8
3736,22-23,310 EPSEB,Vilassar d,8340,2
3737,22-23,330 EPSEM,Abrera,8630,16
3738,22-23,330 EPSEM,Aguilar de,8256,1
3739,22-23,330 EPSEM,Alcúdia,7400,1
3740,22-23,330 EPSEM,Alella,8328,1
3741,22-23,330 EPSEM,Ametlla de,8480,1
3742,22-23,330 EPSEM,Anglès,17160,1
3743,22-23,330 EPSEM,Argentona,8310,1
3744,22-23,330 EPSEM,Artés,8271,12
3745,22-23,330 EPSEM,Avià,8610,3
3746,22-23,330 EPSEM,Ávila,5003,1
3747,22-23,330 EPSEM,Avinyó,8279,4
3748,22-23,330 EPSEM,Badalona,8912,1
3749,22-23,330 EPSEM,Badalona,8913,1
3750,22-23,330 EPSEM,Badalona,8914,2
3751,22-23,330 EPSEM,Badalona,8918,1
3752,22-23,330 EPSEM,Balaguer,25600,1
3753,22-23,330 EPSEM,Balenyà,8550,5
3754,22-23,330 EPSEM,Balsareny,8660,4
3755,22-23,330 EPSEM,Banyoles,17820,1
3756,22-23,330 EPSEM,Barberà de,8210,5
3757,22-23,330 EPSEM,Barcelona,8002,1
3758,22-23,330 EPSEM,Barcelona,8003,2
3759,22-23,330 EPSEM,Barcelona,8006,1
3760,22-23,330 EPSEM,Barcelona,8007,1
3761,22-23,330 EPSEM,Barcelona,8009,1
3762,22-23,330 EPSEM,Barcelona,8011,1
3763,22-23,330 EPSEM,Barcelona,8012,1
3764,22-23,330 EPSEM,Barcelona,8013,1
3765,22-23,330 EPSEM,Barcelona,8014,2
3766,22-23,330 EPSEM,Barcelona,8015,4
3767,22-23,330 EPSEM,Barcelona,8016,1
3768,22-23,330 EPSEM,Barcelona,8018,1
3769,22-23,330 EPSEM,Barcelona,8019,1
3770,22-23,330 EPSEM,Barcelona,8020,2
3771,22-23,330 EPSEM,Barcelona,8025,2
3772,22-23,330 EPSEM,Barcelona,8027,1
3773,22-23,330 EPSEM,Barcelona,8028,2
3774,22-23,330 EPSEM,Barcelona,8029,2
3775,22-23,330 EPSEM,Barcelona,8030,1
3776,22-23,330 EPSEM,Barcelona,8031,1
3777,22-23,330 EPSEM,Barcelona,8032,2
3778,22-23,330 EPSEM,Barcelona,8033,1
3779,22-23,330 EPSEM,Barcelona,8034,4
3780,22-23,330 EPSEM,Barcelona,8035,1
3781,22-23,330 EPSEM,Barcelona,8036,1
3782,22-23,330 EPSEM,Barcelona,8041,1
3783,22-23,330 EPSEM,Barcelona,8620,1
3784,22-23,330 EPSEM,Barcelona,8913,1
3785,22-23,330 EPSEM,Barcelona,49395,1
3786,22-23,330 EPSEM,Bassella,25289,1
3787,22-23,330 EPSEM,Begues,8272,1
3788,22-23,330 EPSEM,Bellpuig,25250,1
3789,22-23,330 EPSEM,Berga,8016,1
3790,22-23,330 EPSEM,Berga,8600,12
3791,22-23,330 EPSEM,Bescanó,17162,1
3792,22-23,330 EPSEM,Blanes,17300,1
3793,22-23,330 EPSEM,Boiro,15930,1
3794,22-23,330 EPSEM,Bolvir,17539,1
3795,22-23,330 EPSEM,Borredà,8619,1
3796,22-23,330 EPSEM,Calaf,8280,7
3797,22-23,330 EPSEM,Calders,8275,3
3798,22-23,330 EPSEM,Caldes de ,8140,1
3799,22-23,330 EPSEM,Calella,8370,1
3800,22-23,330 EPSEM,Callús,8262,7
3801,22-23,330 EPSEM,Calonge de,8281,1
3802,22-23,330 EPSEM,Camarasa,25613,1
3803,22-23,330 EPSEM,Cambrils,43850,1
